PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,MONTH
5.00,27Q,"Jet Aviation Flight Services, Inc.",PHL,JRA,393,1
5.00,27Q,"Jet Aviation Flight Services, Inc.",PWK,ASE,775,1
5.00,27Q,"Jet Aviation Flight Services, Inc.",UGN,OPF,688,1
5.00,2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",MRI,NIB,415,1
5.00,2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",MRI,TEK,415,1
5.00,2O,Island Air Service,ADQ,AKK,416,1
5.00,2O,Island Air Service,KYK,ADQ,416,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",ASE,VNY,609,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",BFI,EUG,479,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",BZN,HPN,609,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",HOU,VNY,609,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",LAX,BCT,609,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",LOZ,VNY,647,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",RIL,OAK,094,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",RIL,PDK,648,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",SLC,MDT,648,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",SLC,ONT,667,1
5.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",VNY,TUS,653,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",ACY,FRG,648,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",AUS,ASE,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",AUS,OAK,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",AUS,OPF,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BED,SJC,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BGR,OAK,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BQK,IAD,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BZN,NUQ,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",FOK,PBI,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",FRG,ACY,648,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",FTW,SJU,648,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",ICT,TUL,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",LAX,SLC,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",LAX,VNY,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",LIH,OAK,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",LIH,SFO,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",MMU,MSY,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",MNZ,TPA,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",MTH,HPN,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OAK,AUS,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OGG,RNO,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OPF,AUS,671,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OPF,VNY,658,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PBI,TUS,833,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PHL,LAS,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SFO,LIH,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SJU,FOK,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",STS,HNL,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",TEB,NUQ,641,1
5.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",TUS,PBI,641,1
5.00,3M,Silver Airways,GSP,MCO,441,1
5.00,4W,Warbelow,AKP,FAI,194,1
5.00,4W,Warbelow,CEM,IRC,194,1
5.00,4W,Warbelow,FAI,CEM,194,1
5.00,4W,Warbelow,FAI,KYU,194,1
5.00,4W,Warbelow,KYU,FAI,194,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,AET,FAI,416,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,AET,416,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,HUS,416,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,KAL,416,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,RBY,416,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,GAL,HSL,416,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,KAL,GAL,479,1
5.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,RBY,FAI,416,1
5.00,8E,Bering Air Inc.,ABL,OBU,194,1
5.00,8E,Bering Air Inc.,GLV,UNK,415,1
5.00,8E,Bering Air Inc.,IAN,ORV,415,1
5.00,8E,Bering Air Inc.,KVL,WTK,194,1
5.00,8E,Bering Air Inc.,OME,SMK,406,1
5.00,8E,Bering Air Inc.,OTZ,ABL,194,1
5.00,8E,Bering Air Inc.,OTZ,PHO,405,1
5.00,8E,Bering Air Inc.,OTZ,WTK,415,1
5.00,8E,Bering Air Inc.,PHO,WTK,415,1
5.00,8E,Bering Air Inc.,RDB,WLK,415,1
5.00,8E,Bering Air Inc.,TLA,GAM,406,1
5.00,8E,Bering Air Inc.,TLA,OME,415,1
5.00,8E,Bering Air Inc.,UNK,KKA,415,1
5.00,8E,Bering Air Inc.,WBB,ELI,415,1
5.00,8E,Bering Air Inc.,WLK,OBU,415,1
5.00,8V,Wright Air Service,FYU,ARC,416,1
5.00,8V,Wright Air Service,GAL,FAI,194,1
5.00,8V,Wright Air Service,SVS,FAI,416,1
5.00,AN,"ADVANCED AIR, LLC",ADS,DWH,479,1
5.00,AN,"ADVANCED AIR, LLC",HHR,PSP,458,1
5.00,AN,"ADVANCED AIR, LLC",HPN,RIL,609,1
5.00,AN,"ADVANCED AIR, LLC",PSP,HHR,458,1
5.00,AN,"ADVANCED AIR, LLC",SLC,SNA,575,1
5.00,DL,Delta Air Lines Inc.,LIH,HNL,622,1
5.00,GV,Grant Aviation,AKN,KPV,416,1
5.00,GV,Grant Aviation,ATT,KUK,416,1
5.00,GV,Grant Aviation,BET,CZF,416,1
5.00,GV,Grant Aviation,BET,KPN,026,1
5.00,GV,Grant Aviation,BET,NUP,416,1
5.00,GV,Grant Aviation,DLG,KLL,035,1
5.00,GV,Grant Aviation,DUT,IKO,194,1
5.00,GV,Grant Aviation,EMK,KOT,416,1
5.00,GV,Grant Aviation,EMK,SXP,416,1
5.00,GV,Grant Aviation,KLL,AKN,416,1
5.00,GV,Grant Aviation,KLL,DLG,416,1
5.00,GV,Grant Aviation,KPV,PTH,416,1
5.00,GV,Grant Aviation,KSM,MOU,035,1
5.00,GV,Grant Aviation,KWK,WTL,416,1
5.00,GV,Grant Aviation,NME,TNK,035,1
5.00,GV,Grant Aviation,STG,SNP,406,1
5.00,GV,Grant Aviation,WTL,KWN,416,1
5.00,I4,Scott Air LLC dba Island Air Express,PRC,TEX,479,1
5.00,I4,Scott Air LLC dba Island Air Express,SCF,SMO,479,1
5.00,I4,Scott Air LLC dba Island Air Express,TEX,PRC,479,1
5.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,HNH,JNU,416,1
5.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,HNH,JNU,479,1
5.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,JNU,GST,479,1
5.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,KAE,SGY,415,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",AKI,BET,079,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",AKI,TLT,035,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",BET,KKH,079,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",GNU,PTU,079,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",KKI,AKI,035,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",KWT,AKI,035,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",MLL,BET,036,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",MOU,PQS,035,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",NUP,ATT,035,1
5.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",TLT,BET,079,1
5.00,K3,Venture Travel LLC d/b/a Taquan Air Service,WFB,MTM,040,1
5.00,KAH,Kenmore Air Harbor,KEH,KEH,040,1
5.00,KAH,Kenmore Air Harbor,LKE,FBS,040,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,BNA,TPA,695,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,CHO,MNZ,674,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,DCA,ROA,674,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,DSI,ORL,636,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,JGG,CHO,674,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,JGG,ROA,674,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,OPF,DSI,695,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,ROA,JGG,674,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,ROA,MNZ,674,1
5.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,SUO,MKC,695,1
5.00,OO,SkyWest Airlines Inc.,DEN,DTW,629,1
5.00,OO,SkyWest Airlines Inc.,DEN,IAH,631,1
5.00,OO,SkyWest Airlines Inc.,DFW,TYS,673,1
5.00,OO,SkyWest Airlines Inc.,DVL,BFF,629,1
5.00,OO,SkyWest Airlines Inc.,FAR,GJT,629,1
5.00,OO,SkyWest Airlines Inc.,FAT,SLC,629,1
5.00,OO,SkyWest Airlines Inc.,MAF,TUS,629,1
5.00,OO,SkyWest Airlines Inc.,MCI,SUN,673,1
5.00,OO,SkyWest Airlines Inc.,RNO,FAT,629,1
5.00,OO,SkyWest Airlines Inc.,SHR,ALS,629,1
5.00,SNK,Spernak Airways Inc.,SKW,MRI,035,1
5.00,TQ,"Tailwind Air, LLC",MTH,VA4,479,1
5.00,TQ,"Tailwind Air, LLC",OPF,TEB,770,1
5.00,TQ,"Tailwind Air, LLC",TUL,MTJ,771,1
5.00,TQ,"Tailwind Air, LLC",VA4,VQQ,479,1
5.00,TQ,"Tailwind Air, LLC",VQQ,MTH,479,1
5.00,X4,Air Excursions LLC,GST,JNU,479,1
5.00,YR,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",BCE,PGA,416,1
5.00,YR,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",PGA,BCE,416,1
6.00,04Q,Tradewind Aviation,ALB,HPN,479,1
6.00,04Q,Tradewind Aviation,HPN,ALB,479,1
6.00,04Q,Tradewind Aviation,HPN,CGS,479,1
6.00,04Q,Tradewind Aviation,IAD,ALB,479,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",BUR,LAS,651,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",EGE,LAX,651,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",KOA,SFO,641,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",MCI,SLE,651,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",OPF,TEB,688,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",SFO,KOA,641,1
6.00,27Q,"Jet Aviation Flight Services, Inc.",SUA,TEB,648,1
6.00,2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",TCT,MCG,415,1
6.00,2LQ,Tropic Ocean Airways LLC,MPB,FLL,416,1
6.00,2O,Island Air Service,A43,DGB,040,1
6.00,2O,Island Air Service,AKK,ADQ,079,1
6.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",BNA,MIA,094,1
6.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",EUG,KOA,658,1
6.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",SDF,TEB,648,1
6.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",SLC,VNY,648,1
6.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",VNY,AFW,609,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",ACY,RWI,648,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BED,FLL,667,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BNA,ILM,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",DAL,PIE,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",DEC,VNY,658,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",FCA,BED,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",FLL,FRG,667,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",HPN,RIL,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",HSH,STS,648,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",KOA,STS,667,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",LAS,OPF,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",LGA,ACY,648,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OGG,OAK,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OGG,SJC,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OPF,LAS,671,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PBI,HPN,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PWA,HPN,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",RDM,BFI,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SCF,VNY,671,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SFO,FLL,671,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",STS,BZN,833,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",STS,HSH,665,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",STS,MYR,667,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SUN,OGG,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",TEB,PBI,641,1
6.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",VNY,FLL,641,1
6.00,4W,Warbelow,FAI,NUL,194,1
6.00,4W,Warbelow,FAI,RBY,194,1
6.00,4W,Warbelow,FAI,SHG,194,1
6.00,4W,Warbelow,FAI,VEE,194,1
6.00,4W,Warbelow,KAL,FAI,194,1
6.00,4W,Warbelow,RBY,FAI,194,1
6.00,4W,Warbelow,RMP,FAI,194,1
6.00,4W,Warbelow,SVS,FAI,194,1
6.00,4W,Warbelow,VEE,FAI,194,1
6.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,GAL,NUL,479,1
6.00,7H,"Northern Pacific Airways, Inc. Dba  Ravn Alaska",VDZ,HOM,483,1
6.00,7S,Ryan Air f/k/a Arctic Transportation,BET,VAK,416,1
6.00,8E,Bering Air Inc.,ABL,ORV,415,1
6.00,8E,Bering Air Inc.,GAM,OME,405,1
6.00,8E,Bering Air Inc.,KTS,TNC,415,1
6.00,8E,Bering Air Inc.,OBU,IAN,415,1
6.00,8E,Bering Air Inc.,OME,WBB,406,1
6.00,8E,Bering Air Inc.,ORV,ABL,415,1
6.00,8E,Bering Air Inc.,ORV,BKC,415,1
6.00,8E,Bering Air Inc.,ORV,SHG,415,1
6.00,8E,Bering Air Inc.,OTZ,BKC,194,1
6.00,8E,Bering Air Inc.,OTZ,IAN,194,1
6.00,8E,Bering Air Inc.,OTZ,SHG,194,1
6.00,8E,Bering Air Inc.,RDB,ORV,194,1
6.00,8E,Bering Air Inc.,SHG,OTZ,194,1
6.00,8E,Bering Air Inc.,SKK,OME,415,1
6.00,8E,Bering Air Inc.,TLA,TNC,415,1
6.00,8E,Bering Air Inc.,WMO,OME,415,1
6.00,8V,Wright Air Service,AIN,PIZ,416,1
6.00,8V,Wright Air Service,AKP,AET,416,1
6.00,8V,Wright Air Service,CXF,AKP,416,1
6.00,8V,Wright Air Service,FAI,GAL,194,1
6.00,8V,Wright Air Service,FAI,NUL,416,1
6.00,8V,Wright Air Service,FAI,SVS,416,1
6.00,8V,Wright Air Service,HSL,FAI,194,1
6.00,8V,Wright Air Service,RBY,HSL,416,1
6.00,8V,Wright Air Service,TAL,HSL,416,1
6.00,9X,"Southern Airways Express, dba Mokulele Airlines",CDR,DEN,458,1
6.00,9X,"Southern Airways Express, dba Mokulele Airlines",SUN,DAL,636,1
6.00,AA,American Airlines Inc.,AUS,BOS,694,1
6.00,AA,American Airlines Inc.,CMH,MIA,699,1
6.00,AN,"ADVANCED AIR, LLC",HHR,HHR,479,1
6.00,AN,"ADVANCED AIR, LLC",HHR,SJC,479,1
6.00,AN,"ADVANCED AIR, LLC",MMH,HHR,458,1
6.00,AN,"ADVANCED AIR, LLC",PSC,UT1,575,1
6.00,AN,"ADVANCED AIR, LLC",PSP,HHR,609,1
6.00,AN,"ADVANCED AIR, LLC",UT1,SAN,575,1
6.00,DL,Delta Air Lines Inc.,ORD,MSP,888,1
6.00,GV,Grant Aviation,AKN,PIP,035,1
6.00,GV,Grant Aviation,BET,KSM,026,1
6.00,GV,Grant Aviation,DLG,KLL,416,1
6.00,GV,Grant Aviation,DUT,7AK,194,1
6.00,GV,Grant Aviation,DUT,AKB,406,1
6.00,GV,Grant Aviation,DUT,IKO,406,1
6.00,GV,Grant Aviation,KCG,KCL,416,1
6.00,GV,Grant Aviation,KLL,AKN,035,1
6.00,GV,Grant Aviation,KPN,BET,035,1
6.00,GV,Grant Aviation,KUK,BET,416,1
6.00,GV,Grant Aviation,MOU,BET,035,1
6.00,GV,Grant Aviation,NME,OOK,416,1
6.00,GV,Grant Aviation,TNK,NME,416,1
6.00,GV,Grant Aviation,TNK,WWT,026,1
6.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,AGN,JNU,035,1
6.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,HNH,JNU,415,1
6.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",AKI,KWT,035,1
6.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",MLL,RSH,035,1
6.00,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",WWT,TNK,035,1
6.00,KO,Alaska Central Express,ILI,ANC,405,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,APF,PTK,685,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,FRG,TOL,674,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,HPN,BCT,669,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LAS,MMU,658,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,MMU,OPF,658,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,OAK,OAK,674,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,OPF,HPN,674,1
6.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,RIL,LAS,658,1
6.00,MQ,Envoy Air,RIC,ORD,675,1
6.00,MQ,Envoy Air,RIC,ORF,677,1
6.00,NEW,New England Airlines Inc.,BID,WST,079,1
6.00,NIQ,AVCON JET MALTA LTD,ORD,MKE,688,1
6.00,TQ,"Tailwind Air, LLC",BED,VNC,770,1
6.00,YX,Republic Airline,ATL,BNA,673,1
6.00,ZW,Air Wisconsin Airlines Corp,HPN,DAY,629,1
7.00,04Q,Tradewind Aviation,CGS,HPN,479,1
7.00,04Q,Tradewind Aviation,HPN,SVH,479,1
7.00,04Q,Tradewind Aviation,RMN,HPN,479,1
7.00,04Q,Tradewind Aviation,RUT,PNE,479,1
7.00,04Q,Tradewind Aviation,SJU,ILM,646,1
7.00,04Q,Tradewind Aviation,SVH,RMN,479,1
7.00,04Q,Tradewind Aviation,VRB,HPN,646,1
7.00,13Q,Chartright Air Inc.,HNL,RNO,669,1
7.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",VQS,SIG,131,1
7.00,27Q,"Jet Aviation Flight Services, Inc.",BUR,TEB,671,1
7.00,27Q,"Jet Aviation Flight Services, Inc.",PBI,TEB,750,1
7.00,27Q,"Jet Aviation Flight Services, Inc.",RIL,TEB,750,1
7.00,27Q,"Jet Aviation Flight Services, Inc.",TUL,MCI,651,1
7.00,2LQ,Tropic Ocean Airways LLC,FLL,MTH,416,1
7.00,2LQ,Tropic Ocean Airways LLC,MTH,FLL,416,1
7.00,2O,Island Air Service,ADQ,KYK,079,1
7.00,2O,Island Air Service,OLH,ADQ,079,1
7.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",BNA,SCF,609,1
7.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",EGE,SBA,609,1
7.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",SBA,KOA,609,1
7.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",SJC,LAX,648,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",APC,LGB,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",AVP,TPA,667,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BZN,OAK,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BZN,PBI,833,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",BZN,SAT,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",FLL,BWI,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",HPN,SLC,671,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",JAC,LGB,671,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",MKC,SJC,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OAK,BZN,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OGG,OAK,671,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",OPF,BDL,667,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PBI,OAK,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PBI,VNY,671,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PIE,DAL,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",PWA,VNY,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SJU,VNY,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",SNA,IAD,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",TEB,VRB,671,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",TPA,FLL,667,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",VNY,CMH,641,1
7.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",VNY,TEB,833,1
7.00,4W,Warbelow,FAI,AET,194,1
7.00,4W,Warbelow,FAI,HSL,194,1
7.00,4W,Warbelow,HSL,FAI,194,1
7.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,ARC,479,1
7.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,VEE,416,1
7.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,RBY,FAI,416,1
7.00,7H,"Northern Pacific Airways, Inc. Dba  Ravn Alaska",DUT,ENA,483,1
7.00,7S,Ryan Air f/k/a Arctic Transportation,ANI,HCR,035,1
7.00,7S,Ryan Air f/k/a Arctic Transportation,KLG,ANI,416,1
7.00,7S,Ryan Air f/k/a Arctic Transportation,KLG,BET,035,1
7.00,8E,Bering Air Inc.,ABL,OTZ,415,1
7.00,8E,Bering Air Inc.,ABL,WLK,415,1
7.00,8E,Bering Air Inc.,BKC,ORV,415,1
7.00,8E,Bering Air Inc.,GLV,OME,406,1
7.00,8E,Bering Air Inc.,KVL,WTK,415,1
7.00,8E,Bering Air Inc.,OME,SKK,415,1
7.00,8E,Bering Air Inc.,ORV,OTZ,415,1
7.00,8E,Bering Air Inc.,OTZ,ABL,415,1
7.00,8E,Bering Air Inc.,OTZ,DRG,194,1
7.00,8E,Bering Air Inc.,RDB,ABL,415,1
7.00,8E,Bering Air Inc.,RDB,OTZ,415,1
7.00,8E,Bering Air Inc.,UNK,WBB,415,1
7.00,8E,Bering Air Inc.,WLK,ABL,415,1
7.00,8E,Bering Air Inc.,WTK,PHO,415,1
7.00,8V,Wright Air Service,AET,CXF,416,1
7.00,8V,Wright Air Service,CIK,KBC,416,1
7.00,8V,Wright Air Service,FAI,GAL,416,1
7.00,8V,Wright Air Service,FAI,KYU,416,1
7.00,8V,Wright Air Service,TAL,HUS,416,1
7.00,9E,Endeavor Air Inc.,GTR,ATL,638,1
7.00,9E,Endeavor Air Inc.,JFK,SAV,631,1
7.00,9X,"Southern Airways Express, dba Mokulele Airlines",MTH,CRX,636,1
7.00,AN,"ADVANCED AIR, LLC",DWH,ADS,479,1
